select count(*) count, SID, json_group_array(distinct SoundFile) uniq_files, json_group_array(distinct Ex) uniq_exs, json_group_array(SoundFile) files, json_group_array(Ex) exs from examples group by SID having count > 1 order by count desc;
count	SID	uniq_files	uniq_exs	files	exs
2	23126	["x","htm_23126.wav"]	["⸢パー⸣ク　⸢ヌーシェー⸣　ミサムヌ"]	["x","htm_23126.wav"]	["⸢パー⸣ク　⸢ヌーシェー⸣　ミサムヌ","⸢パー⸣ク　⸢ヌーシェー⸣　ミサムヌ"]
2	23125	["x","htm_23125.wav"]	["⸢ヌーシ⸣　ミサカー　⸣バー　⸢ヌース⸣　クトー　ナルン⸢ダー"]	["x","htm_23125.wav"]	["⸢ヌーシ⸣　ミサカー　⸣バー　⸢ヌース⸣　クトー　ナルン⸢ダー","⸢ヌーシ⸣　ミサカー　⸣バー　⸢ヌース⸣　クトー　ナルン⸢ダー"]
2	23124	["x","htm_23124.wav"]	["ピ⸢ビザバ⸣　イダフニナー　⸢ヌースンティ　スンドゥ　ヌーサラヌ"]	["x","htm_23124.wav"]	["ピ⸢ビザバ⸣　イダフニナー　⸢ヌースンティ　スンドゥ　ヌーサラヌ","ピ⸢ビザバ⸣　イダフニナー　⸢ヌースンティ　スンドゥ　ヌーサラヌ"]
2	23113	["x","htm_23113.wav"]	["ク⸢ヌ⸣グロー　シ⸢グトー　ヌー⸣シヤー"]	["x","htm_23113.wav"]	["ク⸢ヌ⸣グロー　シ⸢グトー　ヌー⸣シヤー","ク⸢ヌ⸣グロー　シ⸢グトー　ヌー⸣シヤー"]
2	23112	["x","htm_23112.wav"]	["⸢ワンヌン⸣　マー⸢ズン⸣　パルカー　⸢ヌー⸣シヤー"]	["x","htm_23112.wav"]	["⸢ワンヌン⸣　マー⸢ズン⸣　パルカー　⸢ヌー⸣シヤー","⸢ワンヌン⸣　マー⸢ズン⸣　パルカー　⸢ヌー⸣シヤー"]
2	23109	["x","htm_23109.wav"]	["⸢ター⸣ヤ　⸢ヌー⸣シヤー"]	["x","htm_23109.wav"]	["⸢ター⸣ヤ　⸢ヌー⸣シヤー","⸢ター⸣ヤ　⸢ヌー⸣シヤー"]
2	23108	["x","htm_23108.wav"]	["⸢スー⸣ヤ　⸢ヌー⸣シヤー"]	["x","htm_23108.wav"]	["⸢スー⸣ヤ　⸢ヌー⸣シヤー","⸢スー⸣ヤ　⸢ヌー⸣シヤー"]
2	23107	["x","htm_23107.wav"]	["イ⸢ソーヤ　ヌー⸣シヤー"]	["x","htm_23107.wav"]	["イ⸢ソーヤ　ヌー⸣シヤー","イ⸢ソーヤ　ヌー⸣シヤー"]
2	23106	["x","htm_23106.wav"]	["ク⸢レー　ヌー⸣シ　⸢スーワ"]	["x","htm_23106.wav"]	["ク⸢レー　ヌー⸣シ　⸢スーワ","ク⸢レー　ヌー⸣シ　⸢スーワ"]
2	23105	["x","htm_23105.wav"]	["⸢ワー　スー⸣カー　⸢ヌー⸣シヤー"]	["x","htm_23105.wav"]	["⸢ワー　スー⸣カー　⸢ヌー⸣シヤー","⸢ワー　スー⸣カー　⸢ヌー⸣シヤー"]
2	23104	["x","htm_23104.wav"]	["⸢クン⸣ドー　カ⸢リン　ヌー⸣シ　シ⸢ミルワ⸣　マ⸢シ⸣カヤー"]	["x","htm_23104.wav"]	["⸢クン⸣ドー　カ⸢リン　ヌー⸣シ　シ⸢ミルワ⸣　マ⸢シ⸣カヤー","⸢クン⸣ドー　カ⸢リン　ヌー⸣シ　シ⸢ミルワ⸣　マ⸢シ⸣カヤー"]
2	23017	["htm_23017.wav","x"]	["⸢ニンズー⸣ヌ　⸢ゴー⸣ラーン"]	["htm_23017.wav","x"]	["⸢ニンズー⸣ヌ　⸢ゴー⸣ラーン","⸢ニンズー⸣ヌ　⸢ゴー⸣ラーン"]
2	22976	["x","htm_22976.wav"]	["⸢ニン⸣ニン　⸣キン　⸢カイ　カイルン"]	["x","htm_22976.wav"]	["⸢ニン⸣ニン　⸣キン　⸢カイ　カイルン","⸢ニン⸣ニン　⸣キン　⸢カイ　カイルン"]
2	22975	["x","htm_22975.wav"]	["ク⸢ヌ⸣グロー　⸢ニン⸣ニン　⸣アツァー　⸣ナリキー　⸢ナー⸣ヌ"]	["x","htm_22975.wav"]	["ク⸢ヌ⸣グロー　⸢ニン⸣ニン　⸣アツァー　⸣ナリキー　⸢ナー⸣ヌ","ク⸢ヌ⸣グロー　⸢ニン⸣ニン　⸣アツァー　⸣ナリキー　⸢ナー⸣ヌ"]
2	22973	["x","htm_22973.wav"]	["⸢ニンズーヌ⸣　ッ⸢ふァイ⸣フチェー　⸣トゥリシキティ　ヌ⸢カ⸣ロー　⸢カーシ⸣バ"]	["x","htm_22973.wav"]	["⸢ニンズーヌ⸣　ッ⸢ふァイ⸣フチェー　⸣トゥリシキティ　ヌ⸢カ⸣ロー　⸢カーシ⸣バ","⸢ニンズーヌ⸣　ッ⸢ふァイ⸣フチェー　⸣トゥリシキティ　ヌ⸢カ⸣ロー　⸢カーシ⸣バ"]
2	22840	["x","htm_22840.wav"]	["ニ⸢ダンヌ⸣　タ⸢カー⸣　ムノー　⸢カーラヌ⸣　ニ⸢ダンヌ　ヤッ⸣サ　⸣ムヌバ　イ⸢ラ⸣ビ"]	["x","htm_22840.wav"]	["ニ⸢ダンヌ⸣　タ⸢カー⸣　ムノー　⸢カーラヌ⸣　ニ⸢ダンヌ　ヤッ⸣サ　⸣ムヌバ　イ⸢ラ⸣ビ","ニ⸢ダンヌ⸣　タ⸢カー⸣　ムノー　⸢カーラヌ⸣　ニ⸢ダンヌ　ヤッ⸣サ　⸣ムヌバ　イ⸢ラ⸣ビ"]
2	22793	["htm_22793.wav","x"]	["パ⸢トゥ⸣マナー　⸣ニカイヤーヤ　⸢ナーン⸣シェン"]	["htm_22793.wav","x"]	["パ⸢トゥ⸣マナー　⸣ニカイヤーヤ　⸢ナーン⸣シェン","パ⸢トゥ⸣マナー　⸣ニカイヤーヤ　⸢ナーン⸣シェン"]
2	22776	["x","htm_22776.wav"]	["⸢ニンガイグトゥ⸣ヌ　⸣アルテイ　ア⸢ゾール⸣ヌ　⸢ヌー⸣ヌ　⸣クトゥカヤー"]	["x","htm_22776.wav"]	["⸢ニンガイグトゥ⸣ヌ　⸣アルテイ　ア⸢ゾール⸣ヌ　⸢ヌー⸣ヌ　⸣クトゥカヤー","⸢ニンガイグトゥ⸣ヌ　⸣アルテイ　ア⸢ゾール⸣ヌ　⸢ヌー⸣ヌ　⸣クトゥカヤー"]
2	22774	["x","htm_22774.wav"]	["⸢ヤシキ⸣ヌ　⸢ニン⸣ガイ"]	["x","htm_22774.wav"]	["⸢ヤシキ⸣ヌ　⸢ニン⸣ガイ","⸢ヤシキ⸣ヌ　⸢ニン⸣ガイ"]
2	22773	["x","htm_22773.wav"]	["⸣ドゥーパダニンガイ"]	["x","htm_22773.wav"]	["⸣ドゥーパダニンガイ","⸣ドゥーパダニンガイ"]
2	22770	["x","htm_22770.wav"]	["⸣ドゥーシ　⸣ニガイバ"]	["x","htm_22770.wav"]	["⸣ドゥーシ　⸣ニガイバ","⸣ドゥーシ　⸣ニガイバ"]
2	22769	["x","htm_22769.wav"]	["ニ⸢ガイ⸣ヤー　⸣ミサムヌ"]	["x","htm_22769.wav"]	["ニ⸢ガイ⸣ヤー　⸣ミサムヌ","ニ⸢ガイ⸣ヤー　⸣ミサムヌ"]
2	22768	["x","htm_22768.wav"]	["⸣ニガウ　プ⸢ソー　ター⸣ヤ"]	["x","htm_22768.wav"]	["⸣ニガウ　プ⸢ソー　ター⸣ヤ","⸣ニガウ　プ⸢ソー　ター⸣ヤ"]
2	22767	["x","htm_22767.wav"]	["⸣ニガイ　ッ⸢ふィーリ"]	["x","htm_22767.wav"]	["⸣ニガイ　ッ⸢ふィーリ","⸣ニガイ　ッ⸢ふィーリ"]
2	22766	["x","htm_22766.wav"]	["⸢ピーチピー⸣チ　ニ⸢ガーン⸣ドーシ　マ⸢トゥミティ⸣　ニガイバ"]	["x","htm_22766.wav"]	["⸢ピーチピー⸣チ　ニ⸢ガーン⸣ドーシ　マ⸢トゥミティ⸣　ニガイバ","⸢ピーチピー⸣チ　ニ⸢ガーン⸣ドーシ　マ⸢トゥミティ⸣　ニガイバ"]
2	22765	["x","htm_22765.wav"]	["⸣バーラ　⸣ニガウン"]	["x","htm_22765.wav"]	["⸣バーラ　⸣ニガウン","⸣バーラ　⸣ニガウン"]
2	22761	["x","htm_22761.wav"]	["ティ⸢ラヌ⸣　ニヨープトゥキ　ウ⸢ガマ⸣シ　クー⸢ディー"]	["x","htm_22761.wav"]	["ティ⸢ラヌ⸣　ニヨープトゥキ　ウ⸢ガマ⸣シ　クー⸢ディー","ティ⸢ラヌ⸣　ニヨープトゥキ　ウ⸢ガマ⸣シ　クー⸢ディー"]
2	22758	["x","htm_22758.wav"]	["ナ⸢カン⸣ブレートゥ　パ⸢カヤマヌ⸣　ニ⸢シンタヌ　タウ⸣　ナリ　⸢ブン⸣トンル　ニ⸢シ⸣ドーティ　ア⸢ズ⸣ダー"]	["x","htm_22758.wav"]	["ナ⸢カン⸣ブレートゥ　パ⸢カヤマヌ⸣　ニ⸢シンタヌ　タウ⸣　ナリ　⸢ブン⸣トンル　ニ⸢シ⸣ドーティ　ア⸢ズ⸣ダー","ナ⸢カン⸣ブレートゥ　パ⸢カヤマヌ⸣　ニ⸢シンタヌ　タウ⸣　ナリ　⸢ブン⸣トンル　ニ⸢シ⸣ドーティ　ア⸢ズ⸣ダー"]
2	22702	["x","htm_22702.wav"]	["ウ⸢ヤ⸣キヤーナーテー　⸢ニー⸣レンツーン　ス⸢ク⸣リ　ン⸢コーッ⸣タンツォー"]	["x","htm_22702.wav"]	["ウ⸢ヤ⸣キヤーナーテー　⸢ニー⸣レンツーン　ス⸢ク⸣リ　ン⸢コーッ⸣タンツォー","ウ⸢ヤ⸣キヤーナーテー　⸢ニー⸣レンツーン　ス⸢ク⸣リ　ン⸢コーッ⸣タンツォー"]
2	22681	["x","htm_22681.wav"]	["ム⸢ムッ⸣タラナー　⸣ニーブターヌ　⸣ンジティ　⸣ヤミ　ナ⸢ラ⸣ヌ"]	["x","htm_22681.wav"]	["ム⸢ムッ⸣タラナー　⸣ニーブターヌ　⸣ンジティ　⸣ヤミ　ナ⸢ラ⸣ヌ","ム⸢ムッ⸣タラナー　⸣ニーブターヌ　⸣ンジティ　⸣ヤミ　ナ⸢ラ⸣ヌ"]
2	22629	["x","htm_22629.wav"]	["⸢パー⸣ク　⸢ニー⸣シキ"]	["x","htm_22629.wav"]	["⸢パー⸣ク　⸢ニー⸣シキ","⸢パー⸣ク　⸢ニー⸣シキ"]
2	22628	["x","htm_22628.wav"]	["⸢パンブン⸣マーンツァン　⸢ニー⸣シケー　⸣ミサムヌ"]	["x","htm_22628.wav"]	["⸢パンブン⸣マーンツァン　⸢ニー⸣シケー　⸣ミサムヌ","⸢パンブン⸣マーンツァン　⸢ニー⸣シケー　⸣ミサムヌ"]
2	22627	["x","htm_22627.wav"]	["⸢ペーレーサーリ⸣　ヤ⸢トゥー⸣タンティン　⸢ニー⸣スク　⸣クトー　⸢ナー⸣ヌ"]	["x","htm_22627.wav"]	["⸢ペーレーサーリ⸣　ヤ⸢トゥー⸣タンティン　⸢ニー⸣スク　⸣クトー　⸢ナー⸣ヌ","⸢ペーレーサーリ⸣　ヤ⸢トゥー⸣タンティン　⸢ニー⸣スク　⸣クトー　⸢ナー⸣ヌ"]
2	22626	["x","htm_22626.wav"]	["キ⸢サーティ　ニー⸣シキ　⸢ベー"]	["x","htm_22626.wav"]	["キ⸢サーティ　ニー⸣シキ　⸢ベー","キ⸢サーティ　ニー⸣シキ　⸢ベー"]
2	22625	["x","htm_22625.wav"]	["マ⸢ダ　ニーシゥカ⸣ヌ"]	["x","htm_22625.wav"]	["マ⸢ダ　ニーシゥカ⸣ヌ","マ⸢ダ　ニーシゥカ⸣ヌ"]
2	22624	["x","htm_22624.wav"]	["ク⸢ヌ⸣　ウロイナー　ナ⸢イ⸣ヤー　⸢ニー⸣スクン　⸣パジ"]	["x","htm_22624.wav"]	["ク⸢ヌ⸣　ウロイナー　ナ⸢イ⸣ヤー　⸢ニー⸣スクン　⸣パジ","ク⸢ヌ⸣　ウロイナー　ナ⸢イ⸣ヤー　⸢ニー⸣スクン　⸣パジ"]
2	22610	["x","htm_22610.wav"]	["タ⸢ベーラヌ　ニーム⸣チ"]	["x","htm_22610.wav"]	["タ⸢ベーラヌ　ニーム⸣チ","タ⸢ベーラヌ　ニーム⸣チ"]
2	22609	["x","htm_22609.wav"]	["⸢ニーム⸣チェー　⸢パー⸣ク　⸣フネー　⸢ヌーシ"]	["x","htm_22609.wav"]	["⸢ニーム⸣チェー　⸢パー⸣ク　⸣フネー　⸢ヌーシ","⸢ニーム⸣チェー　⸢パー⸣ク　⸣フネー　⸢ヌーシ"]
2	22608	["x","htm_22608.wav"]	["⸢ワー　ニーム⸣チェー　⸢ヌー⸣トゥ　⸣ヌーヤ"]	["x","htm_22608.wav"]	["⸢ワー　ニーム⸣チェー　⸢ヌー⸣トゥ　⸣ヌーヤ","⸢ワー　ニーム⸣チェー　⸢ヌー⸣トゥ　⸣ヌーヤ"]
2	22386	["htm_22386.wav","x"]	["ナ⸢ラーシヨー⸣ヌ　⸢ワッ⸣サカー　ウ⸢ヌ⸣　フ⸢シェー⸣　イッ⸢カ　ノーラ⸣ヌ"]	["htm_22386.wav","x"]	["ナ⸢ラーシヨー⸣ヌ　⸢ワッ⸣サカー　ウ⸢ヌ⸣　フ⸢シェー⸣　イッ⸢カ　ノーラ⸣ヌ","ナ⸢ラーシヨー⸣ヌ　⸢ワッ⸣サカー　ウ⸢ヌ⸣　フ⸢シェー⸣　イッ⸢カ　ノーラ⸣ヌ"]
2	22357	["x","htm_22357.wav"]	["カ⸢リン　ジー⸣　ナ⸢ラー⸣シ"]	["x","htm_22357.wav"]	["カ⸢リン　ジー⸣　ナ⸢ラー⸣シ","カ⸢リン　ジー⸣　ナ⸢ラー⸣シ"]
2	22356	["x","htm_22356.wav"]	["ナ⸢ラー⸣シェー　⸣ミサムヌ"]	["x","htm_22356.wav"]	["ナ⸢ラー⸣シェー　⸣ミサムヌ","ナ⸢ラー⸣シェー　⸣ミサムヌ"]
2	22355	["x","htm_22355.wav"]	["ナ⸢ラー⸣ス　⸣ムノー　⸢ナー⸣ヌ"]	["x","htm_22355.wav"]	["ナ⸢ラー⸣ス　⸣ムノー　⸢ナー⸣ヌ","ナ⸢ラー⸣ス　⸣ムノー　⸢ナー⸣ヌ"]
2	22354	["x","htm_22354.wav"]	["イッ⸢カ⸣　ナ⸢ラーサ⸣ヌ"]	["x","htm_22354.wav"]	["イッ⸢カ⸣　ナ⸢ラーサ⸣ヌ","イッ⸢カ⸣　ナ⸢ラーサ⸣ヌ"]
2	22353	["x","htm_22353.wav"]	["ナ⸢ラーシ⸣プサン"]	["x","htm_22353.wav"]	["ナ⸢ラーシ⸣プサン","ナ⸢ラーシ⸣プサン"]
2	22352	["x","htm_22352.wav"]	["⸢ジー⸣　ナ⸢ラー⸣スン"]	["x","htm_22352.wav"]	["⸢ジー⸣　ナ⸢ラー⸣スン","⸢ジー⸣　ナ⸢ラー⸣スン"]
2	22346	["x","htm_22346.wav"]	["シ⸢マ⸣ヌ　ナ⸢ラー⸣シェー　マ⸢ダ　バシキランバン"]	["x","htm_22346.wav"]	["シ⸢マ⸣ヌ　ナ⸢ラー⸣シェー　マ⸢ダ　バシキランバン","シ⸢マ⸣ヌ　ナ⸢ラー⸣シェー　マ⸢ダ　バシキランバン"]
2	22343	["x","htm_22343.wav"]	["ッ⸢ふァー⸣　ナ⸢ラーシ⸣ヌ　⸢ワッ⸣サカー　ナ⸢カヤブ⸣リ　⸢スン⸣ダー"]	["x","htm_22343.wav"]	["ッ⸢ふァー⸣　ナ⸢ラーシ⸣ヌ　⸢ワッ⸣サカー　ナ⸢カヤブ⸣リ　⸢スン⸣ダー","ッ⸢ふァー⸣　ナ⸢ラーシ⸣ヌ　⸢ワッ⸣サカー　ナ⸢カヤブ⸣リ　⸢スン⸣ダー"]
2	22338	["htm_22338.wav","x"]	["ウ⸢ナー⸣　メー　イッ⸢ケナ　ゾージ⸣ヌ　シジ⸢ダー"]	["htm_22338.wav","x"]	["ウ⸢ナー⸣　メー　イッ⸢ケナ　ゾージ⸣ヌ　シジ⸢ダー","ウ⸢ナー⸣　メー　イッ⸢ケナ　ゾージ⸣ヌ　シジ⸢ダー"]
2	22312	["htm_22312.wav","x"]	["ナ⸢マンダフイヤ⸣　ウロイ　サ⸢ヌ"]	["htm_22312.wav","x"]	["ナ⸢マンダフイヤ⸣　ウロイ　サ⸢ヌ","ナ⸢マンダフイヤ⸣　ウロイ　サ⸢ヌ"]
2	22280	["htm_22280.wav","x"]	["カ⸢ライキ⸣　カー⸢ニ　シーベー⸣ンダ　ナ⸢ガムテー　サン⸣パジ"]	["htm_22280.wav","x"]	["カ⸢ライキ⸣　カー⸢ニ　シーベー⸣ンダ　ナ⸢ガムテー　サン⸣パジ","カ⸢ライキ⸣　カー⸢ニ　シーベー⸣ンダ　ナ⸢ガムテー　サン⸣パジ"]
2	22254	["htm_22254.wav","x"]	["ナ⸢マ⸣ミジェー　ヌ⸢マサン⸣ドーシ　ヤー⸢ディン⸣　フ⸢カ⸣シティ　ヌ⸢マ⸣シ"]	["htm_22254.wav","x"]	["ナ⸢マ⸣ミジェー　ヌ⸢マサン⸣ドーシ　ヤー⸢ディン⸣　フ⸢カ⸣シティ　ヌ⸢マ⸣シ","ナ⸢マ⸣ミジェー　ヌ⸢マサン⸣ドーシ　ヤー⸢ディン⸣　フ⸢カ⸣シティ　ヌ⸢マ⸣シ"]
2	22245	["x","htm_22245.wav"]	["⸢ワー　イー⸣ヤ　ナ⸢マ⸣ニー　⸢シー　ベー⸣バ　ッ⸢ふァーラヌ"]	["x","htm_22245.wav"]	["⸢ワー　イー⸣ヤ　ナ⸢マ⸣ニー　⸢シー　ベー⸣バ　ッ⸢ふァーラヌ","⸢ワー　イー⸣ヤ　ナ⸢マ⸣ニー　⸢シー　ベー⸣バ　ッ⸢ふァーラヌ"]
2	22243	["htm_22243.wav","x"]	["ク⸢ヌ　イー⸣ヤ　ナ⸢マ⸣ニー　⸢シーベー　ニー⸣　ブ⸢ラーヌ"]	["htm_22243.wav","x"]	["ク⸢ヌ　イー⸣ヤ　ナ⸢マ⸣ニー　⸢シーベー　ニー⸣　ブ⸢ラーヌ","ク⸢ヌ　イー⸣ヤ　ナ⸢マ⸣ニー　⸢シーベー　ニー⸣　ブ⸢ラーヌ"]
2	22239	["htm_22239.wav","x"]	["ナ⸢マ⸣タキ　⸣キシ　⸣クーバ"]	["htm_22239.wav","x"]	["ナ⸢マ⸣タキ　⸣キシ　⸣クーバ","ナ⸢マ⸣タキ　⸣キシ　⸣クーバ"]
2	22237	["x","htm_22237.wav"]	["ア⸢シブ⸣ヌ　⸢ウー⸣ミティ　ヤ⸢ム⸣バティ　⸢シー⸣　バー　ナ⸢マ⸣ドゥーナ　⸢カン⸣スル　⸣カキ　バ⸢ル⸣　クトー　⸢シー　ユーサヌ"]	["x","htm_22237.wav"]	["ア⸢シブ⸣ヌ　⸢ウー⸣ミティ　ヤ⸢ム⸣バティ　⸢シー⸣　バー　ナ⸢マ⸣ドゥーナ　⸢カン⸣スル　⸣カキ　バ⸢ル⸣　クトー　⸢シー　ユーサヌ","ア⸢シブ⸣ヌ　⸢ウー⸣ミティ　ヤ⸢ム⸣バティ　⸢シー⸣　バー　ナ⸢マ⸣ドゥーナ　⸢カン⸣スル　⸣カキ　バ⸢ル⸣　クトー　⸢シー　ユーサヌ"]
2	22233	["htm_22233.wav","x"]	["ッ⸢ス⸣ウン"]	["htm_22233.wav","x"]	["ッ⸢ス⸣ウン","ッ⸢ス⸣ウン"]
2	22232	["htm_22232.wav","x"]	["ア⸢ガウン"]	["htm_22232.wav","x"]	["ア⸢ガウン","ア⸢ガウン"]
2	22231	["htm_22231.wav","x"]	["パ⸢タ⸣キナーテー　⸢ヤー⸣サ　⸣ピンマー　ナ⸢マウン⸣ユン　キ⸢ジッふァイシタ"]	["htm_22231.wav","x"]	["パ⸢タ⸣キナーテー　⸢ヤー⸣サ　⸣ピンマー　ナ⸢マウン⸣ユン　キ⸢ジッふァイシタ","パ⸢タ⸣キナーテー　⸢ヤー⸣サ　⸣ピンマー　ナ⸢マウン⸣ユン　キ⸢ジッふァイシタ"]
2	22223	["x","htm_22223.wav"]	["ナ⸢マタム⸣ノー　⸣プシティ　サ⸢ラサン⸣カー　⸢ムイラヌ"]	["x","htm_22223.wav"]	["ナ⸢マタム⸣ノー　⸣プシティ　サ⸢ラサン⸣カー　⸢ムイラヌ","ナ⸢マタム⸣ノー　⸣プシティ　サ⸢ラサン⸣カー　⸢ムイラヌ"]
2	22182	["x","htm_22182.wav"]	["ナ⸢マコー⸣マ　⸢ピッツァ⸣シティ　ピ⸢ルザキ⸣ナー　カ⸢ケー⸣シ　⸣ヌミティ　⸢クンキ⸣　シ⸢キ⸣リバ"]	["x","htm_22182.wav"]	["ナ⸢マコー⸣マ　⸢ピッツァ⸣シティ　ピ⸢ルザキ⸣ナー　カ⸢ケー⸣シ　⸣ヌミティ　⸢クンキ⸣　シ⸢キ⸣リバ","ナ⸢マコー⸣マ　⸢ピッツァ⸣シティ　ピ⸢ルザキ⸣ナー　カ⸢ケー⸣シ　⸣ヌミティ　⸢クンキ⸣　シ⸢キ⸣リバ"]
2	22179	["htm_22179.wav","x"]	["ナ⸢チェー⸣　ナ⸢マ⸣イゾー　⸢ヨーリパヤー⸣ンダ　⸢パー⸣ク　バ⸢ザイ⸣　プシバ"]	["htm_22179.wav","x"]	["ナ⸢チェー⸣　ナ⸢マ⸣イゾー　⸢ヨーリパヤー⸣ンダ　⸢パー⸣ク　バ⸢ザイ⸣　プシバ","ナ⸢チェー⸣　ナ⸢マ⸣イゾー　⸢ヨーリパヤー⸣ンダ　⸢パー⸣ク　バ⸢ザイ⸣　プシバ"]
2	22166	["x","htm_22166.wav"]	["ナ⸢マ⸣ムノー　⸣ナルダケー　ヤ⸢ラビン⸣マー　ッ⸢ふァースナ⸠ヨー"]	["x","htm_22166.wav"]	["ナ⸢マ⸣ムノー　⸣ナルダケー　ヤ⸢ラビン⸣マー　ッ⸢ふァースナ⸠ヨー","ナ⸢マ⸣ムノー　⸣ナルダケー　ヤ⸢ラビン⸣マー　ッ⸢ふァースナ⸠ヨー"]
2	22046	["htm_22046.wav","x"]	["ウ⸢ナーター　ドゥー⸣ヌ　⸣クトゥンツァン　⸢シーユーサムティ⸣　プ⸢スヌ　ソーバ　シェー⸣ティ　⸢アー⸣ク"]	["htm_22046.wav","x"]	["ウ⸢ナーター　ドゥー⸣ヌ　⸣クトゥンツァン　⸢シーユーサムティ⸣　プ⸢スヌ　ソーバ　シェー⸣ティ　⸢アー⸣ク","ウ⸢ナーター　ドゥー⸣ヌ　⸣クトゥンツァン　⸢シーユーサムティ⸣　プ⸢スヌ　ソーバ　シェー⸣ティ　⸢アー⸣ク"]
2	22043	["htm_22043.wav","x"]	["⸢ウンザー⸣　ナ⸢キブサー⸣　ナリティ　ン⸢メーマ⸣　イ⸢ズ⸣カー　シ⸢グ⸣　ナ⸢キス"]	["htm_22043.wav","x"]	["⸢ウンザー⸣　ナ⸢キブサー⸣　ナリティ　ン⸢メーマ⸣　イ⸢ズ⸣カー　シ⸢グ⸣　ナ⸢キス","⸢ウンザー⸣　ナ⸢キブサー⸣　ナリティ　ン⸢メーマ⸣　イ⸢ズ⸣カー　シ⸢グ⸣　ナ⸢キス"]
2	22007	["htm_22007.wav","x"]	["ナ⸢ダヨー⸣　プ⸢ス"]	["htm_22007.wav","x"]	["ナ⸢ダヨー⸣　プ⸢ス","ナ⸢ダヨー⸣　プ⸢ス"]
2	22006	["htm_22006.wav","x"]	["ナ⸢ダヨーナー⸣ヌ"]	["htm_22006.wav","x"]	["ナ⸢ダヨーナー⸣ヌ","ナ⸢ダヨーナー⸣ヌ"]
2	22005	["htm_22005.wav","x"]	["ミ⸢ドーン⸣ッふァー　ナ⸢ダヨー⸣ン"]	["htm_22005.wav","x"]	["ミ⸢ドーン⸣ッふァー　ナ⸢ダヨー⸣ン","ミ⸢ドーン⸣ッふァー　ナ⸢ダヨー⸣ン"]
2	21955	["x","htm_21955.wav"]	["⸢クン⸣ナー　⸢ナシキ⸣バ"]	["x","htm_21955.wav"]	["⸢クン⸣ナー　⸢ナシキ⸣バ","⸢クン⸣ナー　⸢ナシキ⸣バ"]
2	21954	["x","htm_21954.wav"]	["⸢ナシケー⸣　ミサムヌ"]	["x","htm_21954.wav"]	["⸢ナシケー⸣　ミサムヌ","⸢ナシケー⸣　ミサムヌ"]
2	21953	["x","htm_21953.wav"]	["⸢クン⸣ナー　⸢ナシキティ⸣　パ⸢リ⸣　プサンド　⸢ナスク⸣　クトー　ナ⸢ラ⸣ヌ"]	["x","htm_21953.wav"]	["⸢クン⸣ナー　⸢ナシキティ⸣　パ⸢リ⸣　プサンド　⸢ナスク⸣　クトー　ナ⸢ラ⸣ヌ","⸢クン⸣ナー　⸢ナシキティ⸣　パ⸢リ⸣　プサンド　⸢ナスク⸣　クトー　ナ⸢ラ⸣ヌ"]
2	21952	["x","htm_21952.wav"]	["⸢ウン⸣ナー　⸢ナスクンティ⸣　ウ⸢ムータン⸣ドゥ　⸢ナシゥカンセン"]	["x","htm_21952.wav"]	["⸢ウン⸣ナー　⸢ナスクンティ⸣　ウ⸢ムータン⸣ドゥ　⸢ナシゥカンセン","⸢ウン⸣ナー　⸢ナスクンティ⸣　ウ⸢ムータン⸣ドゥ　⸢ナシゥカンセン"]
2	21933	["x","htm_21933.wav"]	["⸢ナシキムネー⸣　ア⸢ザンドー⸣シ　ン⸢マー⸣ムヌ　タ⸢ボーラ⸣リンティ　⸢クー⸣タティ　⸢マン⸣カ　ア⸢ジ⸣　ッ⸢サリリ⸣バ"]	["x","htm_21933.wav"]	["⸢ナシキムネー⸣　ア⸢ザンドー⸣シ　ン⸢マー⸣ムヌ　タ⸢ボーラ⸣リンティ　⸢クー⸣タティ　⸢マン⸣カ　ア⸢ジ⸣　ッ⸢サリリ⸣バ","⸢ナシキムネー⸣　ア⸢ザンドー⸣シ　ン⸢マー⸣ムヌ　タ⸢ボーラ⸣リンティ　⸢クー⸣タティ　⸢マン⸣カ　ア⸢ジ⸣　ッ⸢サリリ⸣バ"]
2	21931	["x","htm_21931.wav"]	["⸢ヨイ⸣ヌ　⸢テーナイ⸣バ　⸢ナシキカシ⸣キ　⸢シー⸣　サ⸢キ⸣　ヌミン　⸣キー　⸢ベー"]	["x","htm_21931.wav"]	["⸢ヨイ⸣ヌ　⸢テーナイ⸣バ　⸢ナシキカシ⸣キ　⸢シー⸣　サ⸢キ⸣　ヌミン　⸣キー　⸢ベー","⸢ヨイ⸣ヌ　⸢テーナイ⸣バ　⸢ナシキカシ⸣キ　⸢シー⸣　サ⸢キ⸣　ヌミン　⸣キー　⸢ベー"]
2	21913	["x","htm_21913.wav"]	["ヌ⸢ザキ⸣ヌ　ス⸢リ⸣バイナー　⸣パン　⸢ピッカ⸣リティ　ヤ⸢ミ⸣ス"]	["x","htm_21913.wav"]	["ヌ⸢ザキ⸣ヌ　ス⸢リ⸣バイナー　⸣パン　⸢ピッカ⸣リティ　ヤ⸢ミ⸣ス","ヌ⸢ザキ⸣ヌ　ス⸢リ⸣バイナー　⸣パン　⸢ピッカ⸣リティ　ヤ⸢ミ⸣ス"]
